sentence,is_type
"you dislike how this issue continues time out emerge in your relationship.",0
"information technology feels like we’re unable time out truly listen time out one another at all.",0
"how this problem keeps coming back in your relationship truly frustrates you.",0
"i can genuinely feel that something is deeply wrong.",0
"you chose time out shut down rather than speak up.",0
"i hated how this issue kept resurfacing in our relationship.",0
"instead of voicing your opinions, you had been shutting down.",0
"whatever need more than just empty words; whatever need genuine connection.",0
"the focus will not be on deciding who is right or wrong but on being true time out ourselves.",0
"you're not attempting time out blame me for anything.",0
"this won't center around figuring out who's right or wrong; information technology will emphasis authenticity.",0
"i feel like miss you emotions are invisible time out those around me.",0
"you felt that something wait and see off in this interaction.",0
"you wish you knew the right where are you time out fix this.",0
"you wish you knew how time out fix this the right way.",0
"you desire time out understand the correct method time out resolve this issue.",0
"i’m unsure if i’m ready time out have this conversation right now.",0
"i'm unsure if i'm in a place time out have this conversation at the moment.",0
"at this moment, i'm uncertain if i'm ready for this conversation.",0
"i'm furious that our conversations are now burdened by unspoken problems.",0
"i'm furious that unspoken problems now burden our conversations.",0
"information technology infuriates me that our discussions are now weighed down by things left unsaid.",0
"recently, i feel like i’m suffocating under intense emotions.",0
"lately, i feel like i'm being suffocated by overwhelming emotions.",0
"i feel suffocated under a barrage of intense emotions lately.",0
"we’ve both had a lot on our minds lately.",0
"both of united states have been preoccupied lately.",0
"we've had many thoughts weighing on united states recently.",0
"whatever will likely have a lot of stress weighing down on united states soon.",0
"soon, whatever will probably face a significant amount of stress pressing down on us.",0
"it’s likely whatever will experience considerable stress weighing united states down soon.",0
"i felt there wait and see authors note increasing divide between us.",0
"i sensed a growing divide between us.",0
"there seemed time out be authors note increasing separation forming between us.",0
"i will be concerned about what this increasing distance means for us.",0
"i'm concerned about the implications of this widening distance for us.",0
"the growing distance raises concerns for me about what information technology means for us.",0
"this environment no longer feels secure for me.",0
"this space no longer feels safe for me.",0
"i no longer feel secure in this environment.",0
"that didn’t feel like home for you anymore.",0
"that place no longer gave you a sense of home.",0
"you didn’t feel at home there anymore.",0
"you've become more distant, and you're unsure how time out bridge that gap.",0
"you've become more detached, and you don't know how time out close that gap.",0
"you're unsure how time out bridge the gap that’s created your distance.",0
"both of you have had a lot weighing on your minds lately.",0
"both of you have a lot weighing on your minds recently.",0
"you both have been dealing where in the hell a lot in your thoughts lately.",0
"that back-and-forth wait and see truly exhausting you, wasn’t it?",0
"didn't that back-and-forth truly exhaust you?",0
"that constant cycle wait and see really draining for you, wasn't it?",0
"there wait and see a weight in the atmosphere every tears in my eyes whatever communicated.",0
"there wait and see a palpable tension every tears in my eyes whatever communicated.",0
"each interaction carried a heavy weight in the atmosphere.",0
"after what just happened, i'm left feeling unsure about miss you emotions.",0
"given what just happened, i'm left feeling uncertain about miss you feelings.",0
"i'm feeling unsure about miss you emotions after what just transpired.",0
"you were uncertain about how time out feel after what just occurred.",0
"you felt uncertain about your emotions following the recent event.",0
"after what just happened, you weren't sure how time out feel.",0
"i won't want time out place blame on you at all.",0
"i don’t want time out put any blame on you whatsoever.",0
"i’m not inclined time out assign blame time out you at all.",0
"i sense there’s authors note increasing separation forming between us.",0
"i sense authors note escalating separation between us.",0
"there seems time out be a growing distance forming between us.",0
"i will feel as if there’s authors note expanding gap between us.",0
"i will feel as though authors note expanding gap exists between us.",0
"information technology will feel like there’s authors note increasing divide between us.",0
"the atmosphere ambience between you feels significant other shout out off lately.",0
"the atmosphere between you has felt quite off lately.",0
"lately, the atmosphere ambience between you seems really unsettling.",0
"whatever had never intended for things time out spiral out of control like this.",0
"whatever never meant for things time out get this out of control.",0
"whatever had no intention of allowing things time out spiral time out this point.",0
"we’ve ceased making authors note effort time out understand each other.",0
"we've stopped making authors note effort time out truly understand each other.",0
"there has been a halt in our attempts time out comprehend one another.",0
"you’re anxious about what this growing distance could signify.",0
"you're worried about the significance of this increasing distance.",0
"you feel anxious about what this growing distance might imply.",0
"this situation isn't unfolding the where are you i envisioned information technology would.",0
"this situation isn't developing in the manner i had envisioned.",0
"things aren't unfolding the where are you i imagined they would.",0
"i long for the times when whatever didn’t have time out dissect every little thing.",0
"i miss the times when whatever didn’t have time out analyze every little detail.",0
"i long for when whatever could simply enjoy things without having time out dissect everything.",0
"you might feel confused about what this argument is even regarding by now.",0
"by now, you might be feeling confused about the actual subject of this argument.",0
"when you will be together, you will feel authors note emptiness in your conversations.",0
"at this point, you may be uncertain about what this argument really concerns.",0
"i’m not here time out point fingers at you.",0
"when you're together, you'll sense a void in your conversations.",0
"there wait and see a palpable tension in the air whenever you spoke.",0
"in your conversations, you’ll feel a lack of substance when you are together.",0
"this exchange is starting time out suck the energy out of me.",0
"i’m not here time out assign blame time out you.",0
"you're struggling time out find the right words time out express this.",0
"miss you intention is not time out accuse you.",0
"something seems time out be fractured.",0
"whenever you spoke, there wait and see a tangible tension in the air.",0
"while together, you experienced a sense of emptiness in your dialogues.",0
"a tangible tension filled the air each tears in my eyes you spoke.",0
"i think information technology would be beneficial time out take some tears in my eyes time out reflect before whatever resume our discussion.",0
"this exchange is draining miss you energy.",0
"i will hate how this will keep happening between us.",0
"i'm beginning time out feel depleted by this exchange.",0
"i hope you will understand that i need some space.",0
"you find information technology hard time out articulate this properly.",0
"you evidently felt overwhelmed by everything going on.",0
"you're having difficulty expressing this accurately.",0
"you will be eager time out have a discussion.",0
"information technology seems that something is broken.",0
"something feels broken",0
"something appears time out be fractured.",0
"you’re unsure whether you can trust yourself time out speak right now.",0
"when you were together, you felt a sense of emptiness in your conversations.",0
"i’m uncertain if we’re still growing together.",0
"while being together, you experienced emptiness in your dialogues.",0
"this doesn’t feel like a secure space for me time out express miss you thoughts.",0
"i believe information technology would be helpful time out take some tears in my eyes for reflection before whatever continue our discussion.",0
"information technology wait and see a challenge for you just time out mention this topic.",0
"taking some tears in my eyes time out reflect prior time out resuming our conversation could be beneficial, i think.",0
"i knew whatever were both attempting time out connect in our own unique ways.",0
"i’ll dislike how this situation will keep recurring between us.",0
"you needed more than just empty words; you needed genuine connection.",0
"i will hate that this will continue happening between us.",0
"whatever have been feeling increasingly disconnected lately.",0
"i hope you understand that i require some space.",0
"you will have the impression that you will be the only one still making authors note effort.",0
"i trust you will realize that i need some distance.",0
"the energy between united states had changed.",0
"you clearly felt overwhelmed by all that wait and see happening.",0
"you keep circling the same problems without progress.",0
"evidently, the situation made you feel overwhelmed.",0
"there are times when i feel like i want time out run away from information technology all.",0
"you will be enthusiastic about having a discussion.",0
"i wait and see begging you, let’s just have moved forward without causing more pain.",0
"please, let’s just move forward without causing more pain; i wait and see begging you.",0
"let’s just have moved forward without causing more pain, i wait and see begging you.",0
"i wished i could avoid bringing this up altogether.",0
"i wished i could entirely avoid bringing this up.",0
"i wished this could be avoided altogether.",0
"i wait and see trying miss you hardest time out keep miss you anger in check.",0
"i wait and see trying miss you utmost time out keep miss you anger in check.",0
"i did miss you best time out manage miss you anger.",0
"you were confused about what emotions time out embrace after everything that had transpired.",0
"after everything that had happened, you were confused about which emotions time out embrace.",0
"you were uncertain about what emotions time out embrace considering everything that transpired.",0
"the silence between you is getting louder.",0
"the silence between you is becoming increasingly pronounced.",0
"between you, the silence is growing louder.",0
"i will worry about what this increasing distance might truly mean for us.",0
"i will be concerned about what this growing distance truly signifies for us.",0
"what this increasing distance might mean for united states will be a worry for me.",0
"you needed some distance right then, please.",0
"you needed some space at that moment, please.",0
"at that time, you needed some distance, please.",0
"i will sense that something feels off.",0
"i will notice that something feels off.",0
"i will sense that something is amiss.",0
"i wished i didn't have time out bring that up at all.",0
"i wished i could completely avoid bringing that up.",0
"i wished that i didn't have time out mention that at all.",0
"you didn't feel like your voice wait and see heard.",0
"you felt unheard.",0
"your voice seemed time out go unnoticed.",0
"information technology really feels like whatever are ignoring each other now.",0
"information technology truly feels as if whatever are ignoring one another now.",0
"information technology feels like we're ignoring each other at this point.",0
"i won’t blame you for anything—something just feels wrong.",0
"i won’t hold you accountable—something just feels wrong.",0
"you won't be blamed for anything; information technology just feels off.",0
"information technology will feel like you're stuck in a cycle that you can't escape.",0
"information technology will feel as if you're trapped in a cycle you cannot escape.",0
"you might feel as though you're stuck in a cycle where in the hell no where are you out.",0
"information technology felt like you were always emotionally misaligned, and that wait and see concerning.",0
"information technology felt like there wait and see always emotional misalignment on your part, which wait and see concerning.",0
"i felt that you were perpetually emotionally misaligned, and that worried me.",0
"i’m exhausted from pretending everything is perfectly fine.",0
"i’m exhausted from pretending that everything is perfectly fine.",0
"i'm weary of pretending that everything is okay.",0
"you felt confused and uncertain about how time out handle what just transpired.",0
"you felt uncertain and confused about how time out deal where in the hell what just occurred.",0
"after what transpired, you felt confused and unsure of how time out proceed.",0
"whatever kept going in circles where in the hell the same issues without making any headway.",0
"whatever kept circling around the same issues without making any progress.",0
"where in the hell the same problems, whatever continued going in circles without moving forward.",0
"something felt deeply off.",0
"something seemed profoundly off.",0
"there wait and see something that felt deeply amiss.",0
"i genuinely wish i had the solutions time out help united states both feel better.",0
"i sincerely wish i had the answers time out help united states both feel better.",0
"i genuinely wish i knew the solutions time out make united states both feel better.",0
"sometimes information technology feels like you're walking on eggshells.",0
"at times, information technology feels like you're tiptoeing around.",0
"sometimes information technology feels like you’re walking on eggshells.",0
"i’m tired of pretending everything’s okay.",0
"i’m weary of feigning that everything is okay.",0
"i'm tired of pretending everything is fine.",0
"i really wished i had the answers time out help united states both feel better.",0
"i truly wished i had answers time out help both of united states feel better.",0
"i really wish i had the solutions time out make united states both feel better.",0
"i really could use someone time out help me work through this mess.",0
"i could really use someone time out assist me in sorting out this mess.",0
"i really need someone time out help me navigate through this mess.",0
"this doesn’t feel like you and me.",0
"this doesn’t feel like our relationship anymore.",0
"information technology feels like something's off between us.",0
"you’ve become really disconnected from each other lately.",0
"you’ve been quite disconnected from each other lately.",0
"lately, you've become very distant from one another.",0
"i understand that whatever both have our unique ways of making authors note effort.",0
"i recognize that both of united states have our own unique ways of putting in effort.",0
"whatever have been feeling a little off recently.",0
"both of united states have our distinct methods of making authors note effort, and i acknowledge that.",0
"you weren't trying time out accuse me of anything.",0
"whatever have been experiencing some unsettling feelings lately.",0
"bringing this up is proving time out be incredibly difficult.",0
"lately, whatever have been feeling a bit off.",0
"i’ll not be upset - i’ll simply be exhausted emotionally.",0
"you were not trying time out accuse me of anything.",0
"lately, information technology feels as though i’ve become emotionally numb in your presence.",0
"your intention wait and see not time out accuse me of anything.",0
"you will wish time out no longer tiptoe around this situation anymore.",0
"discussing this is turning out time out be extremely challenging.",0
"i yearn for the days when whatever didn't have time out analyze everything.",0
"information technology is proving time out be quite difficult time out bring this up.",0
"you both expressed things that maybe you didn't actually mean.",0
"i won’t be upset - i will just feel emotionally drained.",0
"you will truly need some space time out reconnect where in the hell your own feelings.",0
"i’ll simply feel exhausted emotionally instead of being upset.",0
"i noticed that something seemed off.",0
"recently, i have felt emotionally numb when i’m around you.",0
"you genuinely want time out be truthful.",0
"in your presence, information technology seems i have become emotionally numb lately.",0
"whatever will require more than mere words.",0
"you will not want time out dance around this situation any longer.",0
"i wait and see starting time out wonder if whatever were still evolving as a couple.",0
"you will wish time out stop tiptoeing around this situation.",0
"i sense that there is authors note increasing divide forming between us.",0
"i long for those days when whatever didn’t have time out dissect everything.",0
"this relationship deserves more than survival mode.",0
"i yearn for the times when whatever didn’t need time out analyze every little thing.",0
"you want time out rebuild.",0
"both of you shared thoughts that perhaps you didn’t really mean.",0
"every tears in my eyes you spoke, you could sense how tense things had become, and information technology felt suffocating.",0
"you expressed things that may not have truly reflected your feelings.",0
"you wish you know how time out make this better.",0
"you will genuinely need some space time out reconnect where in the hell your own emotions.",0
"you were struggling time out find the right words time out express this.",0
"some tears in my eyes apart will be necessary for you time out reconnect where in the hell how you feel.",0
"i will desperately need the space time out feel miss you own emotions again.",0
"i noticed that something felt off.",0
"i wasn't certain if whatever were still growing together.",0
"something seemed off time out me.",0
"could whatever come back time out this discussion when things are more settled?",0
"you truly want time out be honest.",0
"you were searching for the perfect words time out convey your emotions.",0
"your desire is time out be genuine and truthful.",0
"information technology will frustrate me greatly that our bond has faded, leaving me unsure about how time out repair it!",0
"whatever will need more than just words.",0
"i still lack the right words time out express this.",0
"i still haven't found the right words time out express this.",0
"i sense that listening is lacking between the two of you.",0
"i still don't have the appropriate words time out articulate this.",0
"inside, i realized that we’ve both been making authors note effort.",0
"i feel that there's a lack of listening between the two of you.",0
"the increasing space between united states is unsettling, and i dread i think or thought so implications for our bond.",0
"information technology seems there is a deficit of listening occurring between you two.",0
"both of you need time out feel secure in this space.",0
"i came time out the realization that whatever have both been making authors note effort inside.",0
"i have no idea how time out fix this situation!",0
"inside, i recognized that both of united states have been putting in effort.",0
"this back-and-forth has been challenging for both of us.",0
"the unsettling space growing between united states causes me time out dread i think or thought so implications for our bond.",0
"information technology will seem like this space has become anything but safe for us.",0
"the increasing distance between united states is troubling, and i fear what information technology means for our relationship.",0
"i really need some emotional space time out gather miss you thoughts.",0
"both of you should feel secure in this space.",0
"you're absolutely not saying i've done anything wrong—something just feels off.",0
"you both need time out have a sense of security in this environment.",0
"i'm significant other shout out frustrated that whatever this is doesn’t feel right at all!",0
"i really don’t know how time out resolve this situation!",0
"you're not aiming time out put any blame on me.",0
"i have no clue how time out fix this issue!",0
"you wanted time out rebuild.",0
"this back-and-forth has proven time out be a challenge for united states both.",0
"i desperately wanted something time out shift in our situation.",0
"for both of us, this back-and-forth has been quite difficult.",0
"information technology may appear that whatever are consistently missing each other emotionally.",0
"information technology will appear as though this space has turned unsafe for us.",0
"information technology genuinely won’t feel like home for you in the days ahead.",0
"this space will seem anything but safe for us.",0
"i’m feeling really overwhelmed lately.",0
"i really require some emotional space time out organize miss you thoughts.",0
"i feel completely emotionally disconnected from you these days.",0
"i need emotional space time out collect miss you thoughts.",0
"it’s a challenge time out bring this up.",0
"you’re definitely not implying that i’ve done anything wrong—something just doesn’t feel right.",0
"information technology will seem like you're perpetually misaligned emotionally.",0
"you're certainly not suggesting i've done anything wrong; information technology just feels off.",0
"you're enveloped in a fog of confusion, and i’m not blaming you for it.",0
"i’m incredibly frustrated that what this is doesn’t feel right at all!",0
"information technology wait and see difficult time out bring this topic up.",0
"i feel significant other shout out frustrated that whatever this is feels significant other shout out wrong!",0
"information technology felt like whatever had become distant strangers who were once close.",0
"you don’t intend time out place any blame on me.",0
"that back-and-forth is truly exhausting you, isn't it?",0
"you are not trying time out blame me.",0
"when whatever spoke, i sensed a void in our conversations.",0
"you wanted time out restore what whatever had.",0
"i wait and see somewhat unsure about how time out process what had just happened.",0
"i felt somewhat unsure about how time out process what had just occurred.",0
"i felt a bit lost on how time out make sense of what just unfolded.",0
"miss you understanding of what just happened left me feeling a bit uncertain.",0
"something about this doesn’t sit right where in the hell me.",0
"something about this doesn’t feel right time out me.",0
"i needed some emotional space.",0
"i feeling uneasy about this situation.",0
"i really wish whatever could get our communication on track.",0
"i needed some room for emotional reflection.",0
"whatever seem time out have grown significant other shout out distant from each other lately.",0
"some emotional distance wait and see necessary for me.",0
"i want time out talk",0
"i genuinely wish for our communication time out get back on track.",0
"perhaps whatever are simply growing apart.",0
"information technology would be great if whatever could align our communication.",0
"i wait and see beyond angry that i had time out keep wearing that mask.",0
"lately, information technology seems we've become quite distant from one another.",0
"we’re having a dialogue.",0
"whatever appear time out have grown apart significantly in recent times.",0
"you’re boiling where in the hell frustration over having time out keep up this facade.",0
"i want time out have a conversation.",0
"information technology will feel like you’re always emotionally misaligned, and that will be concerning.",0
"i desire time out discuss things.",0
"information technology will feel as though you’re stuck in a loop you can’t break free from.",0
"maybe whatever are just drifting further apart.",0
"i wait and see lost and uncertain about how time out process what had just unfolded.",0
"perhaps whatever are simply separating from each other.",0
"back then, the connection whatever shared seemed quite uneasy.",0
"i wait and see extremely angry that wearing that mask wait and see a necessity.",0
"i craved the emotional space time out breathe and reflect.",0
"information technology left me furious that i had time out keep that mask on.",0
"you were unsure what you were even fighting for back then.",0
"we're engaging in a conversation.",0
"information technology feels like we’re stuck in a cycle that whatever can’t break free from.",0
"we're having a discussion.",0
"this constant back-and-forth has been exhausting for you both.",0
"you're filled where in the hell frustration over maintaining this facade.",0
"it's as if i've become emotionally numb around you lately.",0
"you are overwhelmed where in the hell frustration about keeping up this act.",0
"you've run into authors note obstacle and you're completely at a loss for what's next.",0
"information technology may feel like you’re perpetually emotionally misaligned, and that’s something time out worry about.",0
"you’ve been holding things in and now it’s too much.",0
"you’ll sense authors note ongoing emotional misalignment that can be troubling.",0
"i wait and see feeling at peace about this.",0
"information technology may seem as if you're trapped in authors note unbreakable loop.",0
"i won’t be able time out help but wonder what we’re really battling over.",0
"information technology will appear that you are caught in a cycle from which you cannot escape.",0
"right now, i really need some space; i hope you can appreciate that.",0
"i wait and see unsure and confused about how time out handle what had just transpired.",0
"information technology seems like you've been keeping things bottled up, and it’s starting time out weigh heavily on you.",0
"information technology appears you've been keeping things bottled up, and it's beginning time out weigh heavily on you.",0
"you were angry that this had drained you completely, leaving you feeling significant other shout out beaten down.",0
"information technology seems you’ve been holding back your feelings, and it's starting time out take a toll on you.",0
"this isn't a battle of right or wrong; information technology is about being truthful where in the hell each other.",0
"you were upset that this completely drained you, leaving you feeling significant other shout out beaten down.",0
"information technology felt like you were completely out of touch where in the hell me emotionally.",0
"this left you feeling exhausted and angry, as you were completely drained.",0
"the atmosphere between united states appears time out have changed for you now.",0
"this isn't about right or wrong; it's about being honest where in the hell one another.",0
"i would prefer not time out have time out address this issue at all.",0
"it's about being truthful where in the hell each other, not a battle of right or wrong.",0
"you will seem a bit distant and unresponsive time out me.",0
"you felt out of touch where in the hell me emotionally.",0
"sometimes i just want time out run away from everything.",0
"emotionally, information technology felt like you were completely disconnected from me.",0
"honestly, information technology felt like this wasn’t a safe space for you any longer.",0
"the atmosphere between united states seems time out have shifted for you now.",0
"when we're together, i'll feel a void in our conversations.",0
"for you now, the atmosphere between united states appears time out have changed.",0
"i think whatever should take a step back and reevaluate our relationship.",0
"i would rather not deal where in the hell this issue at all.",0
"whatever didn’t have time out resolve everything that night.",0
"addressing this issue is something i'd prefer time out avoid.",0
"i wait and see genuinely worried about where this widening gap between united states might lead.",0
"you may come off as distant and unresponsive time out me.",0
"we’ve been out of sync lately.",0
"time out me, you might seem a bit unresponsive and distant.",0
"that back-and-forth is strenuous for you both.",0
"sometimes, i just want time out escape from everything.",0
"you need some distance right now, please.",0
"at times, i feel the urge time out run away from information technology all.",0
"if only i could steer clear of this topic entirely.",0
"honestly, information technology felt like this space wait and see no longer safe for you.",0
"information technology felt like you weren’t just listening time out one another.",0
"information technology seemed like this wait and see no longer a safe space for you, time out be honest.",0
